property	url	status	title
mix-blend-mode	https://drafts.fxtf.org/compositing-1/#propdef-mix-blend-mode	ED	Compositing and Blending Level 1
mix-blend-mode	https://www.w3.org/TR/2015/CR-compositing-1-20150113/#propdef-mix-blend-mode	CR	Compositing and Blending Level 1
nav-down	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-nav-down	WD	CSS Basic User Interface Module Level 4
nav-left	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-nav-left	WD	CSS Basic User Interface Module Level 4
nav-right	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-nav-right	WD	CSS Basic User Interface Module Level 4
nav-up	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-nav-up	WD	CSS Basic User Interface Module Level 4
object-fit	https://www.w3.org/TR/2020/CRD-css-images-3-20201217/#propdef-object-fit	CRD	CSS Images Module Level 3
object-position	https://www.w3.org/TR/2020/CRD-css-images-3-20201217/#propdef-object-position	CRD	CSS Images Module Level 3
offset	https://drafts.fxtf.org/motion-1/#propdef-offset	ED	Motion Path Module Level 1
offset	https://www.w3.org/TR/2018/WD-motion-1-20181218/#propdef-offset	WD	Motion Path Module Level 1
offset-anchor	https://drafts.fxtf.org/motion-1/#propdef-offset-anchor	ED	Motion Path Module Level 1
offset-anchor	https://www.w3.org/TR/2018/WD-motion-1-20181218/#propdef-offset-anchor	WD	Motion Path Module Level 1
offset-distance	https://drafts.fxtf.org/motion-1/#propdef-offset-distance	ED	Motion Path Module Level 1
offset-distance	https://www.w3.org/TR/2018/WD-motion-1-20181218/#propdef-offset-distance	WD	Motion Path Module Level 1
offset-path	https://drafts.fxtf.org/motion-1/#propdef-offset-path	ED	Motion Path Module Level 1
offset-path	https://www.w3.org/TR/2018/WD-motion-1-20181218/#propdef-offset-path	WD	Motion Path Module Level 1
offset-position	https://drafts.fxtf.org/motion-1/#propdef-offset-position	ED	Motion Path Module Level 1
offset-position	https://www.w3.org/TR/2018/WD-motion-1-20181218/#propdef-offset-position	WD	Motion Path Module Level 1
offset-rotate	https://drafts.fxtf.org/motion-1/#propdef-offset-rotate	ED	Motion Path Module Level 1
offset-rotate	https://www.w3.org/TR/2018/WD-motion-1-20181218/#propdef-offset-rotate	WD	Motion Path Module Level 1
opacity	https://drafts.csswg.org/css-color-3/#color01	ED	CSS Color Module Level 3
opacity	https://drafts.csswg.org/css-color-3/#opacity	ED	CSS Color Module Level 3
opacity	https://www.w3.org/TR/2021/WD-css-color-4-20211215/#propdef-opacity	WD	CSS Color Module Level 4
opacity	https://www.w3.org/TR/2022/REC-css-color-3-20220118/#opacity	REC	CSS Color Module Level 3
order	https://www.w3.org/TR/2018/CR-css-flexbox-1-20181119/#propdef-order	CR	CSS Flexible Box Layout Module Level 1
order	https://www.w3.org/TR/2021/CRD-css-display-3-20210903/#propdef-order	CRD	CSS Display Module Level 3
orphans	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-orphans	REC	CSS 2.1
orphans	https://www.w3.org/TR/2018/CR-css-break-3-20181204/#propdef-orphans	CR	CSS Fragmentation Module Level 3
orphans	https://www.w3.org/TR/2018/WD-css-break-4-20181218/#propdef-orphans	FPWD	CSS Fragmentation Module Level 4
outline	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline	REC	CSS 2.1
outline	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-outline	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-outline	WD	CSS Basic User Interface Module Level 4
outline-color	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline-color	REC	CSS 2.1
outline-color	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-outline-color	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-color	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-outline-color	WD	CSS Basic User Interface Module Level 4
outline-offset	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-outline-offset	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-offset	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-outline-offset	WD	CSS Basic User Interface Module Level 4
outline-style	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline-style	REC	CSS 2.1
outline-style	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-outline-style	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-style	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-outline-style	WD	CSS Basic User Interface Module Level 4
outline-width	http://www.w3.org/TR/2011/REC-CSS2-20110607/ui.html#propdef-outline-width	REC	CSS 2.1
outline-width	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-outline-width	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
outline-width	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-outline-width	WD	CSS Basic User Interface Module Level 4
overflow	http://www.w3.org/TR/2011/REC-CSS2-20110607/visufx.html#propdef-overflow	REC	CSS 2.1
overflow	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-overflow	WD	CSS Overflow Module Level 3
overflow-anchor	https://www.w3.org/TR/2020/WD-css-scroll-anchoring-1-20201111/#propdef-overflow-anchor	WD	CSS Scroll Anchoring Module Level 1
overflow-block	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-overflow-block	WD	CSS Overflow Module Level 3
overflow-clip-margin	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-overflow-clip-margin	WD	CSS Overflow Module Level 3
overflow-inline	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-overflow-inline	WD	CSS Overflow Module Level 3
overflow-wrap	https://www.w3.org/TR/2021/CRD-css-text-3-20210422/#propdef-overflow-wrap	CRD	CSS Text Module Level 3
overflow-wrap	https://www.w3.org/TR/2022/WD-css-text-4-20220318/#propdef-overflow-wrap	WD	CSS Text Module Level 4
overflow-x	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-overflow-x	WD	CSS Overflow Module Level 3
overflow-y	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-overflow-y	WD	CSS Overflow Module Level 3
overscroll-behavior	https://www.w3.org/TR/2019/WD-css-overscroll-1-20190606/#propdef-overscroll-behavior	FPWD	CSS Overscroll Behavior Module Level 1
overscroll-behavior-block	https://www.w3.org/TR/2019/WD-css-overscroll-1-20190606/#propdef-overscroll-behavior-block	FPWD	CSS Overscroll Behavior Module Level 1
overscroll-behavior-inline	https://www.w3.org/TR/2019/WD-css-overscroll-1-20190606/#propdef-overscroll-behavior-inline	FPWD	CSS Overscroll Behavior Module Level 1
overscroll-behavior-x	https://www.w3.org/TR/2019/WD-css-overscroll-1-20190606/#propdef-overscroll-behavior-x	FPWD	CSS Overscroll Behavior Module Level 1
overscroll-behavior-y	https://www.w3.org/TR/2019/WD-css-overscroll-1-20190606/#propdef-overscroll-behavior-y	FPWD	CSS Overscroll Behavior Module Level 1
padding	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding	REC	CSS 2.1
padding	https://www.w3.org/TR/2020/CR-css-box-3-20201222/#propdef-padding	CR	CSS Box Model Module Level 3
padding	https://www.w3.org/TR/2020/WD-css-box-4-20200421/#propdef-padding	FPWD	CSS Box Model Module Level 4
padding-block	https://www.w3.org/TR/2018/WD-css-logical-1-20180827/#propdef-padding-block	WD	CSS Logical Properties and Values Level 1
padding-block-end	https://www.w3.org/TR/2018/WD-css-logical-1-20180827/#propdef-padding-block-end	WD	CSS Logical Properties and Values Level 1
padding-block-start	https://www.w3.org/TR/2018/WD-css-logical-1-20180827/#propdef-padding-block-start	WD	CSS Logical Properties and Values Level 1
padding-bottom	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-bottom	REC	CSS 2.1
padding-bottom	https://www.w3.org/TR/2020/CR-css-box-3-20201222/#propdef-padding-bottom	CR	CSS Box Model Module Level 3
padding-bottom	https://www.w3.org/TR/2020/WD-css-box-4-20200421/#propdef-padding-bottom	FPWD	CSS Box Model Module Level 4
padding-inline	https://www.w3.org/TR/2018/WD-css-logical-1-20180827/#propdef-padding-inline	WD	CSS Logical Properties and Values Level 1
padding-inline-end	https://www.w3.org/TR/2018/WD-css-logical-1-20180827/#propdef-padding-inline-end	WD	CSS Logical Properties and Values Level 1
padding-inline-start	https://www.w3.org/TR/2018/WD-css-logical-1-20180827/#propdef-padding-inline-start	WD	CSS Logical Properties and Values Level 1
padding-left	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-left	REC	CSS 2.1
padding-left	https://www.w3.org/TR/2020/CR-css-box-3-20201222/#propdef-padding-left	CR	CSS Box Model Module Level 3
padding-left	https://www.w3.org/TR/2020/WD-css-box-4-20200421/#propdef-padding-left	FPWD	CSS Box Model Module Level 4
padding-right	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-right	REC	CSS 2.1
padding-right	https://www.w3.org/TR/2020/CR-css-box-3-20201222/#propdef-padding-right	CR	CSS Box Model Module Level 3
padding-right	https://www.w3.org/TR/2020/WD-css-box-4-20200421/#propdef-padding-right	FPWD	CSS Box Model Module Level 4
padding-top	http://www.w3.org/TR/2011/REC-CSS2-20110607/box.html#propdef-padding-top	REC	CSS 2.1
padding-top	https://www.w3.org/TR/2020/CR-css-box-3-20201222/#propdef-padding-top	CR	CSS Box Model Module Level 3
padding-top	https://www.w3.org/TR/2020/WD-css-box-4-20200421/#propdef-padding-top	FPWD	CSS Box Model Module Level 4
page	https://www.w3.org/TR/2018/WD-css-page-3-20181018/#propdef-page	WD	CSS Paged Media Module Level 3
page-break-after	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-page-break-after	REC	CSS 2.1
page-break-before	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-page-break-before	REC	CSS 2.1
page-break-inside	http://www.w3.org/TR/2011/REC-CSS2-20110607/page.html#propdef-page-break-inside	REC	CSS 2.1
pause	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pause	REC	CSS 2.1
pause	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#pause	CR	CSS Speech Module
pause-after	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pause-after	REC	CSS 2.1
pause-after	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#pause-after	CR	CSS Speech Module
pause-before	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pause-before	REC	CSS 2.1
pause-before	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#pause-before	CR	CSS Speech Module
perspective	https://www.w3.org/TR/2021/WD-css-transforms-2-20211109/#propdef-perspective	WD	CSS Transforms Module Level 2
perspective-origin	https://www.w3.org/TR/2021/WD-css-transforms-2-20211109/#propdef-perspective-origin	WD	CSS Transforms Module Level 2
pitch	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pitch	REC	CSS 2.1
pitch-range	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-pitch-range	REC	CSS 2.1
place-content	https://www.w3.org/TR/2021/WD-css-align-3-20211224/#propdef-place-content	WD	CSS Box Alignment Module Level 3
place-items	https://www.w3.org/TR/2021/WD-css-align-3-20211224/#propdef-place-items	WD	CSS Box Alignment Module Level 3
place-self	https://www.w3.org/TR/2021/WD-css-align-3-20211224/#propdef-place-self	WD	CSS Box Alignment Module Level 3
play-during	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-play-during	REC	CSS 2.1
position	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-position	REC	CSS 2.1
position	https://www.w3.org/TR/2021/WD-css-position-3-20211216/#propdef-position	WD	CSS Positioned Layout Module Level 3
print-color-adjust	https://www.w3.org/TR/2022/CR-css-color-adjust-1-20220210/#propdef-print-color-adjust	CR	CSS Color Adjustment Module Level 1
quotes	http://www.w3.org/TR/2011/REC-CSS2-20110607/generate.html#propdef-quotes	REC	CSS 2.1
quotes	https://www.w3.org/TR/2019/WD-css-content-3-20190802/#propdef-quotes	WD	CSS Generated Content Module Level 3
region-fragment	https://www.w3.org/TR/2014/WD-css-regions-1-20141009/#propdef-region-fragment	WD	CSS Regions Module Level 1
resize	https://www.w3.org/TR/2018/REC-css-ui-3-20180621/#propdef-resize	REC	CSS Basic User Interface Module Level 3 (CSS3 UI)
resize	https://www.w3.org/TR/2021/WD-css-ui-4-20210316/#propdef-resize	WD	CSS Basic User Interface Module Level 4
rest	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#rest	CR	CSS Speech Module
rest-after	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#rest-after	CR	CSS Speech Module
rest-before	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#rest-before	CR	CSS Speech Module
richness	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-richness	REC	CSS 2.1
right	http://www.w3.org/TR/2011/REC-CSS2-20110607/visuren.html#propdef-right	REC	CSS 2.1
right	https://www.w3.org/TR/2021/WD-css-position-3-20211216/#propdef-right	WD	CSS Positioned Layout Module Level 3
rotate	https://www.w3.org/TR/2021/WD-css-transforms-2-20211109/#propdef-rotate	WD	CSS Transforms Module Level 2
row-gap	https://www.w3.org/TR/2021/WD-css-align-3-20211224/#propdef-row-gap	WD	CSS Box Alignment Module Level 3
ruby-align	https://www.w3.org/TR/2021/WD-css-ruby-1-20211202/#propdef-ruby-align	WD	CSS Ruby Annotation Layout Module Level 1
ruby-merge	https://www.w3.org/TR/2021/WD-css-ruby-1-20211202/#propdef-ruby-merge	WD	CSS Ruby Annotation Layout Module Level 1
ruby-overhang	https://www.w3.org/TR/2021/WD-css-ruby-1-20211202/#propdef-ruby-overhang	WD	CSS Ruby Annotation Layout Module Level 1
ruby-position	https://www.w3.org/TR/2021/WD-css-ruby-1-20211202/#propdef-ruby-position	WD	CSS Ruby Annotation Layout Module Level 1
running	https://www.w3.org/TR/2014/WD-css-gcpm-3-20140513/#propdef-running	WD	CSS Generated Content for Paged Media Module
scale	https://www.w3.org/TR/2021/WD-css-transforms-2-20211109/#propdef-scale	WD	CSS Transforms Module Level 2
scroll-behavior	https://www.w3.org/TR/2016/WD-cssom-view-1-20160317/#propdef-scroll-behavior	WD	CSSOM View Module
scroll-behavior	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-scroll-behavior	WD	CSS Overflow Module Level 3
scroll-margin	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin	CR	CSS Scroll Snap Module Level 1
scroll-margin-block	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-block	CR	CSS Scroll Snap Module Level 1
scroll-margin-block-end	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-block-end	CR	CSS Scroll Snap Module Level 1
scroll-margin-block-start	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-block-start	CR	CSS Scroll Snap Module Level 1
scroll-margin-bottom	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-bottom	CR	CSS Scroll Snap Module Level 1
scroll-margin-inline	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-inline	CR	CSS Scroll Snap Module Level 1
scroll-margin-inline-end	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-inline-end	CR	CSS Scroll Snap Module Level 1
scroll-margin-inline-start	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-inline-start	CR	CSS Scroll Snap Module Level 1
scroll-margin-left	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-left	CR	CSS Scroll Snap Module Level 1
scroll-margin-right	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-right	CR	CSS Scroll Snap Module Level 1
scroll-margin-top	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-margin-top	CR	CSS Scroll Snap Module Level 1
scroll-padding	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding	CR	CSS Scroll Snap Module Level 1
scroll-padding-block	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-block	CR	CSS Scroll Snap Module Level 1
scroll-padding-block-end	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-block-end	CR	CSS Scroll Snap Module Level 1
scroll-padding-block-start	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-block-start	CR	CSS Scroll Snap Module Level 1
scroll-padding-bottom	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-bottom	CR	CSS Scroll Snap Module Level 1
scroll-padding-inline	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-inline	CR	CSS Scroll Snap Module Level 1
scroll-padding-inline-end	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-inline-end	CR	CSS Scroll Snap Module Level 1
scroll-padding-inline-start	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-inline-start	CR	CSS Scroll Snap Module Level 1
scroll-padding-left	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-left	CR	CSS Scroll Snap Module Level 1
scroll-padding-right	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-right	CR	CSS Scroll Snap Module Level 1
scroll-padding-top	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-padding-top	CR	CSS Scroll Snap Module Level 1
scroll-snap-align	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-snap-align	CR	CSS Scroll Snap Module Level 1
scroll-snap-stop	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-snap-stop	CR	CSS Scroll Snap Module Level 1
scroll-snap-type	https://www.w3.org/TR/2021/CR-css-scroll-snap-1-20210311/#propdef-scroll-snap-type	CR	CSS Scroll Snap Module Level 1
scrollbar-color	https://www.w3.org/TR/2021/CR-css-scrollbars-1-20211209/#propdef-scrollbar-color	CR	CSS Scrollbars Styling Module Level 1
scrollbar-gutter	https://www.w3.org/TR/2017/WD-css-overflow-4-20170613/#propdef-scrollbar-gutter	FPWD	CSS Overflow Module Level 4
scrollbar-gutter	https://www.w3.org/TR/2021/WD-css-overflow-3-20211223/#propdef-scrollbar-gutter	WD	CSS Overflow Module Level 3
scrollbar-width	https://www.w3.org/TR/2021/CR-css-scrollbars-1-20211209/#propdef-scrollbar-width	CR	CSS Scrollbars Styling Module Level 1
shape-image-threshold	https://www.w3.org/TR/2014/CR-css-shapes-1-20140320/#propdef-shape-image-threshold	CR	CSS Shapes Module Level 1
shape-inside	https://www.w3.org/TR/2016/WD-css-round-display-1-20161222/#propdef-shape-inside	WD	CSS Round Display Level 1
shape-margin	https://www.w3.org/TR/2014/CR-css-shapes-1-20140320/#propdef-shape-margin	CR	CSS Shapes Module Level 1
shape-outside	https://www.w3.org/TR/2014/CR-css-shapes-1-20140320/#propdef-shape-outside	CR	CSS Shapes Module Level 1
spatial-navigation-action	https://www.w3.org/TR/2019/WD-css-nav-1-20191126/#propdef-spatial-navigation-action	WD	CSS Spatial Navigation Level 1
spatial-navigation-contain	https://www.w3.org/TR/2019/WD-css-nav-1-20191126/#propdef-spatial-navigation-contain	WD	CSS Spatial Navigation Level 1
spatial-navigation-function	https://www.w3.org/TR/2019/WD-css-nav-1-20191126/#propdef-spatial-navigation-function	WD	CSS Spatial Navigation Level 1
speak	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak	REC	CSS 2.1
speak	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#speak	CR	CSS Speech Module
speak-as	https://www.w3.org/TR/2020/CR-css-speech-1-20200310/#speak-as	CR	CSS Speech Module
speak-header	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak-header	REC	CSS 2.1
speak-numeral	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak-numeral	REC	CSS 2.1
speak-punctuation	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speak-punctuation	REC	CSS 2.1
speech-rate	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-speech-rate	REC	CSS 2.1
stress	http://www.w3.org/TR/2011/REC-CSS2-20110607/aural.html#propdef-stress	REC	CSS 2.1
string-set	https://www.w3.org/TR/2014/WD-css-gcpm-3-20140513/#propdef-string-set	WD	CSS Generated Content for Paged Media Module
string-set	https://www.w3.org/TR/2019/WD-css-content-3-20190802/#propdef-string-set	WD	CSS Generated Content Module Level 3
stroke	https://drafts.fxtf.org/fill-stroke/#propdef-stroke	ED	CSS Fill and Stroke Module Level 3
stroke	https://svgwg.org/specs/strokes/#StrokeProperty	ED	SVG Strokes
stroke	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeProperty	FPWD	SVG Strokes
stroke	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke	FPWD	CSS Fill and Stroke Module Level 3
stroke-align	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-align	ED	CSS Fill and Stroke Module Level 3
stroke-align	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-align	FPWD	CSS Fill and Stroke Module Level 3
stroke-alignment	https://svgwg.org/specs/strokes/#StrokeAlignmentProperty	ED	SVG Strokes
stroke-alignment	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeAlignmentProperty	FPWD	SVG Strokes
stroke-break	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-break	ED	CSS Fill and Stroke Module Level 3
stroke-break	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-break	FPWD	CSS Fill and Stroke Module Level 3
stroke-color	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-color	ED	CSS Fill and Stroke Module Level 3
stroke-color	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-color	FPWD	CSS Fill and Stroke Module Level 3
stroke-dash-corner	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-dash-corner	ED	CSS Fill and Stroke Module Level 3
stroke-dash-corner	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-dash-corner	FPWD	CSS Fill and Stroke Module Level 3
stroke-dash-justify	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-dash-justify	ED	CSS Fill and Stroke Module Level 3
stroke-dash-justify	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-dash-justify	FPWD	CSS Fill and Stroke Module Level 3
stroke-dashadjust	https://svgwg.org/specs/strokes/#StrokeDashadjustProperty	ED	SVG Strokes
stroke-dashadjust	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDashadjustProperty	FPWD	SVG Strokes
stroke-dasharray	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-dasharray	ED	CSS Fill and Stroke Module Level 3
stroke-dasharray	https://svgwg.org/specs/strokes/#StrokeDasharrayProperty	ED	SVG Strokes
stroke-dasharray	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDasharrayProperty	FPWD	SVG Strokes
stroke-dasharray	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-dasharray	FPWD	CSS Fill and Stroke Module Level 3
stroke-dashcorner	https://svgwg.org/specs/strokes/#StrokeDashcornerProperty	ED	SVG Strokes
stroke-dashcorner	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDashcornerProperty	FPWD	SVG Strokes
stroke-dashoffset	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-dashoffset	ED	CSS Fill and Stroke Module Level 3
stroke-dashoffset	https://svgwg.org/specs/strokes/#StrokeDashoffsetProperty	ED	SVG Strokes
stroke-dashoffset	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeDashoffsetProperty	FPWD	SVG Strokes
stroke-dashoffset	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-dashoffset	FPWD	CSS Fill and Stroke Module Level 3
stroke-image	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-image	ED	CSS Fill and Stroke Module Level 3
stroke-image	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-image	FPWD	CSS Fill and Stroke Module Level 3
stroke-linecap	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-linecap	ED	CSS Fill and Stroke Module Level 3
stroke-linecap	https://svgwg.org/specs/strokes/#StrokeLinecapProperty	ED	SVG Strokes
stroke-linecap	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeLinecapProperty	FPWD	SVG Strokes
stroke-linecap	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-linecap	FPWD	CSS Fill and Stroke Module Level 3
stroke-linejoin	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-linejoin	ED	CSS Fill and Stroke Module Level 3
stroke-linejoin	https://svgwg.org/specs/strokes/#StrokeLinejoinProperty	ED	SVG Strokes
stroke-linejoin	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeLinejoinProperty	FPWD	SVG Strokes
stroke-linejoin	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-linejoin	FPWD	CSS Fill and Stroke Module Level 3
stroke-miterlimit	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-miterlimit	ED	CSS Fill and Stroke Module Level 3
stroke-miterlimit	https://svgwg.org/specs/strokes/#StrokeMiterlimitProperty	ED	SVG Strokes
stroke-miterlimit	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeMiterlimitProperty	FPWD	SVG Strokes
stroke-miterlimit	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-miterlimit	FPWD	CSS Fill and Stroke Module Level 3
stroke-opacity	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-opacity	ED	CSS Fill and Stroke Module Level 3
stroke-opacity	https://svgwg.org/specs/strokes/#StrokeOpacityProperty	ED	SVG Strokes
stroke-opacity	https://www.w3.org/TR/2015/WD-svg-strokes-20150409/#StrokeOpacityProperty	FPWD	SVG Strokes
stroke-opacity	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-opacity	FPWD	CSS Fill and Stroke Module Level 3
stroke-origin	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-origin	ED	CSS Fill and Stroke Module Level 3
stroke-origin	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-origin	FPWD	CSS Fill and Stroke Module Level 3
stroke-position	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-position	ED	CSS Fill and Stroke Module Level 3
stroke-position	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-position	FPWD	CSS Fill and Stroke Module Level 3
stroke-repeat	https://drafts.fxtf.org/fill-stroke/#propdef-stroke-repeat	ED	CSS Fill and Stroke Module Level 3
stroke-repeat	https://www.w3.org/TR/2017/WD-fill-stroke-3-20170413/#propdef-stroke-repeat	FPWD	CSS Fill and Stroke Module Level 3
